pos,word,article,gender,gender_tip,plural,meaning,ex1_de,ex1_en,ex2_de,ex2_en,ex3_de,ex3_en,ex4_de,ex4_en,ex5_de,ex5_en
phrase,Bis zum nächsten Mal!,,,,,Until next time!,Bis zum nächsten Mal!,Until next time!,,,,,,,,
phrase,Auf Wiedersehen!,,,,,Goodbye!,Auf Wiedersehen!,Goodbye!,,,,,,,,
phrase,Tschüss!,,,,,Bye!,Tschüss, bis morgen!,Bye, see you tomorrow!,,,,,,,,
phrase,Ciao!,,,,,Bye!,Ciao, wir sehen uns!,Bye, see you!,,,,,,,,
phrase, Servus!,,,,,Bye! (Southern),Servus!,Bye!,,,,,,,,
noun,Abendbrot,das,n,"Compound neuter",Abendbrote,supper/evening meal,Wir essen um 18 Uhr Abendbrot.,We have supper at 6 p.m.,,,,,,,,
noun,Ampel,die,f,"Nouns ending -el can be feminine",Ampeln,traffic light,Die Ampel ist rot.,The traffic light is red.,,,,,,,,
noun,Angebot,das,n,"Prefix An- often neuter",Angebote,offer/special offer,Das ist ein gutes Angebot.,That's a good offer.,Heute gibt es Milch im Angebot.,Milk is on special offer today.,,,,,,
noun,Angst,die,f,"Abstract noun feminine",Ängste,fear/anxiety,Ich habe Angst vor Spinnen.,I am afraid of spiders.,,,,,,,,
noun,Anruf,der,m,"Prefix An- often masculine",Anrufe,phone call,Ich habe einen Anruf bekommen.,I received a phone call.,,,,,,,,
noun,Anschrift,die,f,"Prefix An- feminine",Anschriften,postal address,Bitte geben Sie Ihre Anschrift an.,Please provide your postal address.,,,,,,,,
noun,Anzug,der,m,"Prefix An- masculine",Anzüge,suit,Er trägt einen blauen Anzug.,He is wearing a blue suit.,,,,,,,,
noun,Aschenbecher,der,m,"Compound masculine",Aschenbecher,ashtray,Der Aschenbecher ist voll.,The ashtray is full.,,,,,,,,
noun,Atem,der,m,"Abstract masculine",,breath,Tief einatmen und den Atem halten.,Breathe in deeply and hold your breath.,,,,,,,,
noun,Aufenthalt,der,m,"Prefix Auf- masculine",Aufenthalte,stay,Mein Aufenthalt in Berlin war schön.,My stay in Berlin was nice.,,,,,,,,
noun,Aufschnitt,der,m,"Prefix Auf- masculine",,sliced cold meats,Wir haben Aufschnitt für das Abendbrot.,We have cold cuts for supper.,,,,,,,,
noun,Ausgang,der,m,"Prefix Aus- masculine",Ausgänge,exit,Wo ist der Ausgang?,Where is the exit?,,,,,,,,
noun,Ausland,das,n,"Prefix Aus- neuter",,foreign countries,Ich lebe im Ausland.,I live abroad.,,,,,,,,
noun,Ausweis,der,m,"Prefix Aus- masculine",Ausweise,ID card,Zeigen Sie bitte Ihren Ausweis.,Please show your ID.,,,,,,,,
noun,Badeanzug,der,m,"Compound masculine",Badeanzüge,swimsuit,Sie trägt einen roten Badeanzug.,She wears a red swimsuit.,,,,,,,,
noun,Badehose,die,f,"Compound feminine",Badehosen,swimming trunks,Er hat eine neue Badehose.,He has new swimming trunks.,,,,,,,,
noun,Badetuch,das,n,"Compound neuter",Badetücher,bath towel,Das Badetuch ist noch nass.,The bath towel is still wet.,,,,,,,,
noun,Balkon,der,m,"Loanword masculine",Balkone,balcony,Wir sitzen auf dem Balkon.,We are sitting on the balcony.,,,,,,,,
noun,Baseballkappe,die,f,"Compound feminine",Baseballkappen,baseball cap,Er trägt eine Baseballkappe.,He wears a baseball cap.,,,,,,,,
noun,Batterie,die,f,"Loanword feminine",Batterien,battery,Die Batterie ist leer.,The battery is empty.,,,,,,,,
noun,Becher,der,m,"Nouns ending -er masculine",Becher,cup/tumbler,Der Becher ist aus Plastik.,The cup is made of plastic.,,,,,,,,
noun,Behörde,die,f,"Abstract noun feminine",Behörden,authority/office,Ich muss zur Behörde.,I have to go to the authorities.,,,,,,,,
noun,Beifahrer,der,m,"Prefix Bei- masculine",Beifahrer,front passenger,Der Beifahrer schläft.,The front passenger is sleeping.,,,,,,,,
noun,Beifahrerin,die,f,"Prefix Bei- feminine",Beifahrerinnen,front passenger (female),Die Beifahrerin liest eine Karte.,The passenger reads a map.,,,,,,,,
noun,Beispiel,das,n,"Prefix Bei- neuter",Beispiele,example,Zum Beispiel (z.B.) mag ich Pizza.,For example, I like pizza.,,,,,,,,
noun,Beitrag,der,m,"Prefix Bei- masculine",Beiträge,contribution/fee,Der Beitrag für den Verein ist niedrig.,The membership fee is low.,,,,,,,,
noun,Bekannte,der/die,m/f,"Nominalized adjective",Bekannten,acquaintance,Das ist ein Bekannter von mir.,That's an acquaintance of mine.,,,,,,,,
noun,Benzin,das,n,"Loanword neuter",,gas/petrol,Das Benzin ist teuer.,Gas is expensive.,,,,,,,,
noun,Bergsteiger,der,m,"Compound masculine",Bergsteiger,mountaineer,Der Bergsteiger erreicht den Gipfel.,The mountaineer reaches the summit.,,,,,,,,
noun,Bergsteigerin,die,f,"Compound feminine",Bergsteigerinnen,female mountaineer,Die Bergsteigerin ist erfahren.,The mountaineer is experienced.,,,,,,,,
noun,Bescheid,der,m,"Prefix Be- masculine",Bescheide,notice/information,Sag mir Bescheid!,Let me know!,,,,,,,,
noun,Besitz,der,m,"Prefix Be- masculine",,possession,Das ist in meinem Besitz.,That is in my possession.,,,,,,,,
noun,Besitzer,der,m,"Prefix Be- masculine",Besitzer,owner,Der Besitzer des Autos ist jung.,The owner of the car is young.,,,,,,,,
noun,Besitzerin,die,f,"Prefix Be- feminine",Besitzerinnen,female owner,Die Besitzerin der Wohnung ist nett.,The apartment owner is nice.,,,,,,,,
noun,Besteck,das,n,"Prefix Be- neuter",,cutlery,Das Besteck liegt auf dem Tisch.,The cutlery is on the table.,,,,,,,,
noun,Betrag,der,m,"Prefix Be- masculine",Beträge,amount,Der Betrag ist zu hoch.,The amount is too high.,,,,,,,,
noun,Betreff,der,m,"Prefix Be- masculine",Betreffe,subject (email),Der Betreff der E-Mail fehlt.,The subject of the email is missing.,,,,,,,,
noun,Bettlaken,das,n,"Compound neuter",Bettlaken,bed sheet,Das Bettlaken ist frisch gewaschen.,The bed sheet is freshly washed.,,,,,,,,
noun,Beule,die,f,"Nouns ending -e feminine",Beulen,dent/bump,Das Auto hat eine Beule.,The car has a dent.,,,,,,,,
noun,Beweis,der,m,"Prefix Be- masculine",Beweise,proof,Das ist der Beweis.,That is the proof.,,,,,,,,
noun,Bewohner,der,m,"Prefix Be- masculine",Bewohner,resident,Die Bewohner des Hauses sind laut.,The residents of the house are loud.,,,,,,,,
noun,Bewohnerin,die,f,"Prefix Be- feminine",Bewohnerinnen,female resident,Die Bewohnerin beschwert sich.,The resident complains.,,,,,,,,
noun,Beziehung,die,f,"Prefix Be- feminine",Beziehungen,relationship,Wir haben eine gute Beziehung.,We have a good relationship.,,,,,,,,
noun,Bierflasche,die,f,"Compound feminine",Bierflaschen,beer bottle,Die Bierflasche ist leer.,The beer bottle is empty.,,,,,,,,
noun,Bierglas,das,n,"Compound neuter",Biergläser,beer glass,Das Bierglas ist kalt.,The beer glass is cold.,,,,,,,,
noun,Bildung,die,f,"Suffix -ung feminine",,education,Bildung ist wichtig.,Education is important.,,,,,,,,
noun,Birne,die,f,"Nouns ending -e feminine",Birnen,pear/light bulb,Die Birne schmeckt süß.,The pear tastes sweet.,Die Birne ist kaputt.,The light bulb is broken.,,,,,,
noun,Biss,der,m,"Short noun masculine",Bisse,bite,Der Hund hat einen Biss.,The dog has a bite.,,,,,,,,
noun,Blatt,das,n,"Short noun neuter",Blätter,leaf/sheet of paper,Das Blatt ist grün.,The leaf is green.,Ein Blatt Papier, bitte.,A sheet of paper, please.,,,,,,
noun,Blick,der,m,"Short noun masculine",Blicke,view/look,Der Blick aus dem Fenster ist schön.,The view from the window is beautiful.,,,,,,,,
noun,Blitz,der,m,"Short noun masculine",Blitze,lightning,Der Blitz hat eingeschlagen.,Lightning struck.,,,,,,,,
noun,Blutdruck,der,m,"Compound masculine",,blood pressure,Mein Blutdruck ist normal.,My blood pressure is normal.,,,,,,,,
noun,Bohrer,der,m,"Nouns ending -er masculine",Bohrer,drill,Der Bohrer ist elektrisch.,The drill is electric.,,,,,,,,
noun,Bowle,die,f,"Loanword feminine",Bowlen,punch (drink),Die Bowle schmeckt nach Obst.,The punch tastes like fruit.,,,,,,,,
noun,Brand,der,m,"Short noun masculine",Brände,fire,Es gibt einen Brand im Haus.,There is a fire in the house.,,,,,,,,
noun,Brause,die,f,"Nouns ending -e feminine",Brausen,shower/soda,Die Brause ist kalt.,The shower is cold.,Kinder trinken gern Brause.,Kids like drinking soda.,,,,,,
noun,Brausetablette,die,f,"Compound feminine",Brausetabletten,effervescent tablet,Die Brausetablette löst sich im Wasser auf.,The effervescent tablet dissolves in water.,,,,,,,,
noun,Brett,das,n,"Short noun neuter",Bretter,board/shelf,Das Brett ist aus Holz.,The board is made of wood.,,,,,,,,
noun,Briefumschlag,der,m,"Compound masculine",Briefumschläge,envelope,Der Briefumschlag ist weiß.,The envelope is white.,,,,,,,,
noun,Brombeere,die,f,"Compound feminine",Brombeeren,blackberry,Die Brombeeren sind reif.,The blackberries are ripe.,,,,,,,,
noun,Brotaufstrich,der,m,"Compound masculine",Brotaufstriche,spread (for bread),Der Brotaufstrich ist lecker.,The spread is delicious.,,,,,,,,
noun,Brotkasten,der,m,"Compound masculine",Brotkästen,bread box,Das Brot ist im Brotkasten.,The bread is in the bread box.,,,,,,,,
noun,Bruch,der,m,"Short noun masculine",Brüche,break/fracture,Er hat einen Bruch im Arm.,He has a fracture in his arm.,,,,,,,,
noun,Brücke,die,f,"Nouns ending -e feminine",Brücken,bridge,Die Brücke ist alt.,The bridge is old.,,,,,,,,
noun,Brunnen,der,m,"Nouns ending -en masculine",Brunnen,fountain/well,Der Brunnen ist im Park.,The fountain is in the park.,,,,,,,,
noun,Brustschwimmen,das,n,"Compound neuter",,breaststroke,Er schwimmt Brustschwimmen.,He swims breaststroke.,,,,,,,,
noun,Buchdeckel,der,m,"Compound masculine",Buchdeckel,book cover,Der Buchdeckel ist bunt.,The book cover is colorful.,,,,,,,,
noun,Buchhandel,der,m,"Compound masculine",,book trade,Er arbeitet im Buchhandel.,He works in the book trade.,,,,,,,,
noun,Buchhandlung,die,f,"Compound feminine",Buchhandlungen,bookstore,Die Buchhandlung ist in der Stadt.,The bookstore is in the city.,,,,,,,,
noun,Buchstabe,der,m,"Nouns ending -e masculine",Buchstaben,letter (alphabet),Der Buchstabe A ist der erste.,The letter A is the first.,,,,,,,,
noun,Bundesland,das,n,"Compound neuter",Bundesländer,federal state,Bayern ist ein Bundesland.,Bavaria is a federal state.,,,,,,,,
noun,Bürgeramt,das,n,"Compound neuter",Bürgerämter,citizens' office,Ich muss zum Bürgeramt.,I have to go to the citizens' office.,,,,,,,,
noun,Bürgersteig,der,m,"Compound masculine",Bürgersteige,sidewalk,Geh auf dem Bürgersteig!,Walk on the sidewalk!,,,,,,,,
noun,Büroklammer,die,f,"Compound feminine",Büroklammern,paper clip,Die Büroklammer ist verbogen.,The paper clip is bent.,,,,,,,,
noun,Bürostuhl,der,m,"Compound masculine",Bürostühle,office chair,Der Bürostuhl ist bequem.,The office chair is comfortable.,,,,,,,,
noun,Butterbrot,das,n,"Compound neuter",Butterbrote,buttered bread,Er isst ein Butterbrot.,He eats a buttered bread.,,,,,,,,
noun,Cafeteria,die,f,"Loanword feminine",Cafeterias,cafeteria,Die Cafeteria ist im Erdgeschoss.,The cafeteria is on the ground floor.,,,,,,,,
noun,CD-Player,der,m,"Compound masculine",CD-Player,CD player,Der CD-Player funktioniert nicht.,The CD player doesn't work.,,,,,,,,
noun,Chance,die,f,"Loanword feminine",Chancen,chance/opportunity,Das ist eine gute Chance.,That's a good opportunity.,,,,,,,,
noun,Chaos,das,n,"Loanword neuter",,chaos,Im Zimmer herrscht Chaos.,There is chaos in the room.,,,,,,,,
noun,Clown,der,m,"Loanword masculine",Clowns,clown,Der Clown ist lustig.,The clown is funny.,,,,,,,,
noun,Cola,die/das,f/n,"Gender varies",Colas,cola,Die Cola ist kalt.,The cola is cold.,,,,,,,,
noun,Creme,die,f,"Loanword feminine",Cremes,cream,Die Creme riecht gut.,The cream smells good.,,,,,,,,
noun,Dachboden,der,m,"Compound masculine",Dachböden,attic,Auf dem Dachboden ist es dunkel.,It's dark in the attic.,,,,,,,,
noun,Dachfenster,das,n,"Compound neuter",Dachfenster,skylight/roof window,Das Dachfenster ist offen.,The skylight is open.,,,,,,,,
noun,Dachterrasse,die,f,"Compound feminine",Dachterrassen,roof terrace,Die Dachterrasse hat eine schöne Aussicht.,The roof terrace has a nice view.,,,,,,,,
noun,Dame,die,f,"Nouns ending -e feminine",Damen,lady/woman,Die Dame wartet an der Haltestelle.,The lady is waiting at the bus stop.,,,,,,,,
noun,Damenfahrrad,das,n,"Compound neuter",Damenfahrräder,ladies' bicycle,Sie fährt ein Damenfahrrad.,She rides a ladies' bicycle.,,,,,,,,
noun,Dampf,der,m,"Short noun masculine",Dämpfe,steam,Der Dampf kommt aus dem Topf.,The steam comes from the pot.,,,,,,,,
noun,Datum,das,n,"Loanword neuter",Daten,date,Das heutige Datum ist der 15. Februar.,Today's date is February 15th.,,,,,,,,
noun,Dauer,die,f,"Abstract feminine",,duration,Die Dauer des Films ist zwei Stunden.,The duration of the film is two hours.,,,,,,,,
noun,Dauerwelle,die,f,"Compound feminine",Dauerwellen,perm (haircut),Sie hat eine Dauerwelle.,She has a perm.,,,,,,,,
noun,Deckel,der,m,"Nouns ending -el masculine",Deckel,lid/top,Der Deckel passt nicht.,The lid doesn't fit.,,,,,,,,
noun,Decke,die,f,"Nouns ending -e feminine",Decken,ceiling/blanket,Die Decke ist weiß.,The ceiling is white.,Ich brauche eine warme Decke.,I need a warm blanket.,,,,,,
noun,Delfin,der,m,"Animal masculine",Delfine,dolphin,Der Delfin springt aus dem Wasser.,The dolphin jumps out of the water.,,,,,,,,
noun,Denkmal,das,n,"Compound neuter",Denkmäler,monument,Das Denkmal ist alt.,The monument is old.,,,,,,,,
noun,Deo,das,n,"Short form neuter",Deos,deodorant,Das Deo ist leer.,The deodorant is empty.,,,,,,,,
noun,Detektiv,der,m,"Loanword masculine",Detektive,detective,Der Detektiv sucht den Täter.,The detective looks for the perpetrator.,,,,,,,,
noun,Detektivin,die,f,"Feminine form",Detektivinnen,female detective,Die Detektivin löst den Fall.,The detective solves the case.,,,,,,,,
noun,Diagramm,das,n,"Loanword neuter",Diagramme,diagram,Das Diagramm zeigt die Zahlen.,The diagram shows the numbers.,,,,,,,,
noun,Diamant,der,m,"Loanword masculine",Diamanten,diamond,Der Diamant funkelt.,The diamond sparkles.,,,,,,,,
noun,Diesel,der,m,"Loanword masculine",,diesel,Diesel ist teurer als Benzin.,Diesel is more expensive than petrol.,,,,,,,,
noun,Diskussion,die,f,"Loanword feminine",Diskussionen,discussion,Wir hatten eine lange Diskussion.,We had a long discussion.,,,,,,,,
noun,Disko,die,f,"Short form feminine",Diskos,disco/club,Wir gehen in die Disko.,We go to the disco.,,,,,,,,
noun,Doktor,der,m,"Loanword masculine",Doktoren,doctor (title),Der Doktor kommt später.,The doctor comes later.,,,,,,,,
noun,Doktorin,die,f,"Feminine form",Doktorinnen,female doctor,Die Doktorin untersucht den Patienten.,The doctor examines the patient.,,,,,,,,
noun,Dokument,das,n,"Loanword neuter",Dokumente,document,Das Dokument ist wichtig.,The document is important.,,,,,,,,
noun,Dom,der,m,"Short noun masculine",Dome,cathedral,Der Dom ist sehr groß.,The cathedral is very big.,,,,,,,,
noun,Dose,die,f,"Nouns ending -e feminine",Dosen,can/tin,Die Dose ist aus Metall.,The can is made of metal.,,,,,,,,
noun,Drachen,der,m,"Nouns ending -en masculine",Drachen,dragon/kite,Der Drachen fliegt hoch.,The kite flies high.,,,,,,,,
noun,Drama,das,n,"Loanword neuter",Dramen,drama,Das Drama hat ein trauriges Ende.,The drama has a sad ending.,,,,,,,,
noun,Dreck,der,m,"Short noun masculine",,dirt,Der Dreck muss weg.,The dirt must go.,,,,,,,,
noun,Drittel,das,n,"Fraction neuter",Drittel,third,Ein Drittel der Klasse fehlt.,One third of the class is absent.,,,,,,,,
noun,Drogerie,die,f,"Loanword feminine",Drogerien,drugstore,In der Drogerie kaufe ich Shampoo.,I buy shampoo at the drugstore.,,,,,,,,
noun,Druck,der,m,"Short noun masculine",,pressure,Der Druck ist zu hoch.,The pressure is too high.,,,,,,,,
noun,Drucker,der,m,"Nouns ending -er masculine",Drucker,printer,Der Drucker hat kein Papier.,The printer has no paper.,,,,,,,,
noun,Dufft,der,m,"Short noun masculine",Düfte,scent/fragrance,Der Duft der Blumen ist schön.,The scent of the flowers is beautiful.,,,,,,,,
noun,Dusche,die,f,"Nouns ending -e feminine",Duschen,shower,Die Dusche ist kaputt.,The shower is broken.,,,,,,,,
noun,Düse,die,f,"Nouns ending -e feminine",Düsen,nozzle,Die Düse ist verstopft.,The nozzle is clogged.,,,,,,,,
noun,Ebbe,die,f,"Nouns ending -e feminine",,low tide,Bei Ebbe kann man am Strand laufen.,At low tide you can walk on the beach.,,,,,,,,
noun,EC-Karte,die,f,"Compound feminine",EC-Karten,debit card,Ich bezahle mit EC-Karte.,I pay with debit card.,,,,,,,,
noun,Efeu,der,m,"Plant masculine",,ivy,Der Efeu wächst an der Wand.,The ivy grows on the wall.,,,,,,,,
noun,Egoismus,der,m,"Abstract masculine",,selfishness,Egoismus ist keine gute Eigenschaft.,Selfishness is not a good quality.,,,,,,,,
noun,Eiche,die,f,"Tree feminine",Eichen,oak tree,Die Eiche ist hundert Jahre alt.,The oak tree is one hundred years old.,,,,,,,,
noun,Eigenschaft,die,f,"Suffix -schaft feminine",Eigenschaften,quality/characteristic,Geduld ist eine gute Eigenschaft.,Patience is a good quality.,,,,,,,,
noun,Eigentum,das,n,"Prefix eigen- neuter",,property,Das ist mein Eigentum.,That is my property.,,,,,,,,
noun,Eimer,der,m,"Nouns ending -er masculine",Eimer,bucket,Der Eimer ist voll Wasser.,The bucket is full of water.,,,,,,,,
noun,Eingang,der,m,"Prefix ein- masculine",Eingänge,entrance,Der Eingang ist auf der linken Seite.,The entrance is on the left side.,,,,,,,,
noun,Einkaufswagen,der,m,"Compound masculine",Einkaufswagen,shopping cart,Der Einkaufswagen ist kaputt.,The shopping cart is broken.,,,,,,,,
noun,Einkaufszentrum,das,n,"Compound neuter",Einkaufszentren,shopping center,Wir gehen ins Einkaufszentrum.,We go to the shopping center.,,,,,,,,
noun,Einwohner,der,m,"Prefix ein- masculine",Einwohner,resident,Die Stadt hat viele Einwohner.,The city has many residents.,,,,,,,,
noun,Einwohnerin,die,f,"Prefix ein- feminine",Einwohnerinnen,female resident,Die Einwohnerin ist freundlich.,The resident is friendly.,,,,,,,,
noun,Eisbecher,der,m,"Compound masculine",Eisbecher,ice cream cup,Der Eisbecher kostet 4 Euro.,The ice cream cup costs 4 euros.,,,,,,,,
noun,Eiscreme,die,f,"Compound feminine",Eiscremes,ice cream,Die Eiscreme schmeckt nach Vanille.,The ice cream tastes like vanilla.,,,,,,,,
noun,Eisen,das,n,"Material neuter",,iron,Die Brücke ist aus Eisen.,The bridge is made of iron.,,,,,,,,
noun,Eisenbahn,die,f,"Compound feminine",Eisenbahnen,railway,Die Eisenbahn fährt pünktlich.,The railway runs on time.,,,,,,,,
noun,Elefant,der,m,"Animal masculine",Elefanten,elephant,Der Elefant ist sehr groß.,The elephant is very big.,,,,,,,,
noun,Elektriker,der,m,"Profession masculine",Elektriker,electrician,Der Elektriker repariert die Lampe.,The electrician repairs the lamp.,,,,,,,,
noun,Elektrikerin,die,f,"Profession feminine",Elektrikerinnen,female electrician,Die Elektrikerin prüft die Leitungen.,The electrician checks the wires.,,,,,,,,
noun,Elternhaus,das,n,"Compound neuter",Elternhäuser,parental home,Mein Elternhaus steht auf dem Land.,My parents' house is in the countryside.,,,,,,,,
noun,E-Mail,das/die,n/f,"Gender varies",E-Mails,email,Die E-Mail ist angekommen.,The email has arrived.,,,,,,,,
noun,Emotion,die,f,"Abstract feminine",Emotionen,emotion,Emotionen sind manchmal stark.,Emotions are sometimes strong.,,,,,,,,
noun,Ende,das,n,"Short noun neuter",Enden,end,Das Ende des Films ist traurig.,The end of the film is sad.,,,,,,,,
noun,Energie,die,f,"Abstract feminine",Energien,energy,Solarenergie ist umweltfreundlich.,Solar energy is environmentally friendly.,,,,,,,,
