test_text,answer,test_verb,tip,meaning,grammar_tip
"Ich ___ das nicht machen.","möchte","möchten","would like to","I would not like to do that.","Polite form 'möchte' + negation."
"Er ___ nicht arbeiten.","muss","müssen","must","He must not work? (He doesn't have to work?)","Modal verb 'müssen' with negation."
"Ich ___ das nicht sagen.","darf","dürfen","may","I am not allowed to say that.","'Nicht' with 'dürfen' expresses prohibition."
"Wir ___ früh aufstehen.","müssen","müssen","must","We have to get up early.","Modal verb expressing necessity."
"___ ihr Deutsch sprechen?","Könnt","können","can","Can you (plural) speak German?","Modal verb question with 'ihr'."
"Sie ___ Englisch verstehen.","kann","können","can","She can understand English.","Modal verb 'können' for ability."
"Das ___ nicht sein.","kann","können","can","That cannot be.","Modal verb expressing possibility/impossibility."
"___ ich hier parken?","Darf","dürfen","may","May I park here?","Asking for permission with 'dürfen'."
"Hier ___ man nicht rauchen.","darf","dürfen","may","One is not allowed to smoke here.","Impersonal 'man' + dürfen + negation."
"Was ___ das bedeuten?","soll",",","should","What is that supposed to mean?","Modal verb 'sollen' in question about meaning."
"___ ich dir helfen?","Kann","können","can","Can I help you? (informal)","Offering help with modal verb."
"Das ___ ich nicht glauben.","kann","können","can","I cannot believe that.","Modal verb expressing disbelief."
"Er ___ gestern nicht kommen.","konnte","können","could","He could not come yesterday.","Modal verb in past tense: konnte (Präteritum)."
"Ich ___ das nicht verstehen.","konnte","können","could","I could not understand that.","Past tense modal for inability."
"Wir ___ leider nicht bleiben.","konnten","können","could","We unfortunately could not stay.","Past tense modal 'konnten' (wir form)."
"___ du mich hören?","Konntest","können","could","Could you hear me?","Past tense modal in question."
"Ich ___ das nicht wissen.","wusste","wissen","to know","I did not know that.","Irregular verb 'wissen' in past tense: ich wusste."
"Er ___ nicht, dass du kommst.","wusste","wissen","to know","He did not know that you were coming.","Past tense 'wissen' + subordinate clause."
"Wir ___ nichts davon.","wussten","wissen","to know","We knew nothing about it.","Past tense 'wissen' with negation."
"___ ihr das schon?","Wusstet","wissen","to know","Did you (plural) already know that?","Past tense 'wissen' question."
"___ Sie das?","Wussten","wissen","to know","Did you (formal) know that?","Past tense 'wissen' with formal Sie."
"Das ___ ich nicht.","wusste","wissen","to know","I did not know that.","Common phrase: Das wusste ich nicht."
"Ich habe ihn lange nicht ___ (seen).","gesehen","sehen","to see","I have not seen him for a long time.","Past participle: sehen -> gesehen."
"Sie ist gestern ___ (come).","gekommen","kommen","to come","She came yesterday.","Past participle: kommen -> gekommen (with 'sein')."
"Wir haben gut ___ (eaten).","gegessen","essen","to eat","We ate well.","Past participle: essen -> gegessen."
"Er hat ein neues Auto ___ (bought).","gekauft","kaufen","to buy","He bought a new car.","Regular past participle: ge + kauf + t."
"Hast du das Buch ___ (read)?","gelesen","lesen","to read","Have you read the book?","Past participle: lesen -> gelesen."
"Ich bin nach Berlin ___ (driven).","gefahren","fahren","to drive","I drove to Berlin.","Past participle: fahren -> gefahren (with 'sein')."
"Sie hat mir ___ (helped).","geholfen","helfen","to help","She helped me.","Past participle: helfen -> geholfen (irregular)."
"Wir haben den Film ___ (seen).","gesehen","sehen","to see","We saw the film.","Past participle: sehen -> gesehen."
"Was hast du ___ (done)?","gemacht","machen","to do","What did you do?","Regular past participle: ge + mach + t."
"Er ist schnell ___ (run).","gelaufen","laufen","to run","He ran fast.","Past participle: laufen -> gelaufen (with 'sein')."
"Ich habe viel ___ (learned).","gelernt","lernen","to learn","I learned a lot.","Regular past participle: ge + lern + t."
"Sie hat gut ___ (sung).","gesungen","singen","to sing","She sang well.","Past participle: singen -> gesungen."
"Wir haben den ganzen Tag ___ (worked).","gearbeitet","arbeiten","to work","We worked all day.","Past participle: verbs ending -ten -> ge + arbeit + et."
"Hast du gut ___ (slept)?","geschlafen","schlafen","to sleep","Did you sleep well?","Past participle: schlafen -> geschlafen."
"Ich habe ihn ___ (called).","angerufen","anrufen","to call","I called him.","Separable verb past participle: ge between prefix and stem."
"Sie ist früh ___ (got up).","aufgestanden","aufstehen","to get up","She got up early.","Separable verb past participle with 'sein': auf + ge + standen."
"Wir haben uns ___ (met).","getroffen","treffen","to meet","We met (each other).","Reflexive verb past participle: getroffen."
"Ich habe mich ___ (hurried).","beeilt","sich beeilen","to hurry","I hurried.","Reflexive verb: sich beeilen -> beeilt."
"Er hat sich ___ (washed).","gewaschen","sich waschen","to wash","He washed (himself).","Reflexive verb past participle: gewaschen."
"Sie hat sich ___ (interested).","interessiert","sich interessieren","to be interested","She was interested.","Reflexive verb: sich interessieren -> interessiert."
"Wir haben uns ___ (happy).","gefreut","sich freuen","to be happy","We were happy.","Reflexive verb: sich freuen -> gefreut."
"Hast du dich ___ (phrased)?","gefreut","sich freuen","to be happy","Were you happy?","Reflexive verb question in Perfekt."
"___ du heute Abend?","Kommst","kommen","to come","Are you coming tonight?","Present tense for future meaning."
"Morgen ___ wir nach Berlin.","fahren","fahren","to go","Tomorrow we are going to Berlin.","Present tense for planned future."
"Nächstes Jahr ___ ich nach Deutschland.","fliege","fliegen","to fly","Next year I am flying to Germany.","Present tense with future time adverbial."
"Wann ___ du Geburtstag?","hast","haben","to have","When is your birthday?","Present tense for fixed dates."
"Heute Abend ___ ich ins Kino.","gehe","gehen","to go","Tonight I am going to the cinema.","Present tense for immediate future."
"Bald ___ wir uns wiedersehen.","werden","werden","will","We will see each other soon.","Future tense with 'werden' + infinitive."
"Es ___ morgen regnen.","wird","werden","will","It will rain tomorrow.","Future tense for weather prediction."
"Ich ___ dir später schreiben.","werde","werden","will","I will write to you later.","Future tense for intention."
"___ du mich morgen anrufen?","Wirst","werden","will","Will you call me tomorrow?","Future tense question."
"Er ___ nächste Woche kommen.","wird","werden","will","He will come next week.","Future tense for planned event."
"Wir ___ das schaffen!","werden","werden","will","We will manage it!","Future tense for determination."
"___ ihr uns besuchen?","Werdet","werden","will","Will you (plural) visit us?","Future tense question with 'ihr'."
"Sie ___ sicher pünktlich sein.","werden","werden","will","They will surely be on time.","Future tense for assumption."
"Das ___ schon werden.","wird","werden","will","It will be fine.","Fixed optimistic phrase: Das wird schon."
"Wenn ich Zeit habe, ___ ich kommen.","werde","werden","will","If I have time, I will come.","Future in main clause after subordinate clause."
"Ich ___, dass du recht hast.","glaube","glauben","to believe","I believe that you are right.","Verb + dass-clause."
"Er sagt, ___ er krank ist.","dass",",","that","He says that he is sick.","Subordinating conjunction 'dass' sends verb to end."
"Ich weiß nicht, ___ er kommt.","ob",",","whether","I do not know whether he is coming.","Subordinating conjunction 'ob' for indirect questions."
"Kannst du mir sagen, ___ der Bus fährt?","wann",",","when","Can you tell me when the bus leaves?","Indirect question with 'wann' + verb at end."
"Ich frage mich, ___ das stimmt.","ob",",","whether","I wonder whether that is true.","Indirect question with 'ob'."
"Weißt du, ___ das ist?","wer",",","who","Do you know who that is?","Indirect question with 'wer'."
"Er möchte wissen, ___ du kommst.","wann",",","when","He wants to know when you are coming.","Indirect question with 'wann'."
"Sag mir, ___ du das gemacht hast.","warum",",","why","Tell me why you did that.","Indirect question with 'warum'."
"Ich verstehe nicht, ___ er weint.","warum",",","why","I do not understand why he is crying.","Indirect question with 'warum'."
"Zeig mir, ___ das funktioniert.","wie",",","how","Show me how that works.","Indirect question with 'wie'."
"Ich bin mir nicht sicher, ___ das richtig ist.","ob",",","whether","I am not sure whether that is correct.","Indirect question after 'sicher sein'."
"Kannst du mir erklären, ___ das passiert ist?","wie",",","how","Can you explain to me how that happened?","Indirect question with 'wie'."
"Weißt du, ___ Uhr wir gehen?","um wie viel",",","what time","Do you know what time we are leaving?","Indirect question with time phrase."
"Er fragt, ___ ich schon gegessen habe.","ob",",","whether","He asks whether I have already eaten.","Indirect question in Perfekt."
"Sie will wissen, ___ ich gestern war.","wo",",","where","She wants to know where I was yesterday.","Indirect question with 'wo' + past tense."
"Ich habe gehört, ___ du umziehst.","dass",",","that","I heard that you are moving.","'Dass' clause after hearing verb."
"Es freut mich, ___ du da bist.","dass",",","that","I am happy that you are here.","'Dass' clause after emotional expression."
"Es tut mir leid, ___ ich zu spät bin.","dass",",","that","I am sorry that I am late.","'Dass' clause after apology."
"Ich bin froh, ___ du gesund bist.","dass",",","that","I am glad that you are healthy.","'Dass' clause after emotional state."
"Sie denkt, ___ das eine gute Idee ist.","dass",",","that","She thinks that this is a good idea.","'Dass' clause after thinking verb."
"Wir hoffen, ___ das Wetter gut wird.","dass",",","that","We hope that the weather will be good.","'Dass' clause after hoping verb."
"Das Wetter ___ heute schön.","ist","sein","to be","The weather is nice today.","'Das Wetter' is neuter (das) → 'ist'"
"Die Blumen ___ schön.","sind","sein","to be","The flowers are beautiful.","Plural noun 'die Blumen' → 'sind'"
"___ du einen Hund?","Hast","haben","to have","Do you have a dog?","Question: verb first (Hast du...?)"
"Ich ___ kein Auto.","habe","haben","to have","I don't have a car.","'haben' + accusative object"
"Meine Schwester ___ 15 Jahre alt.","ist","sein","to be","My sister is 15 years old.","'Meine Schwester' is feminine singular → 'ist'"
"___ ihr morgen Zeit?","Habt","haben","to have","Do you (plural) have time tomorrow?","'ihr' conjugation: habt"
"Das ___ meine Mutter.","ist","sein","to be","That is my mother.","'Das' as subject → 'ist'"
"Wo ___ du gestern?","warst","sein","to be (past)","Where were you yesterday?","Simple past of 'sein': du warst"
"Ich ___ gestern im Kino.","war","sein","to be (past)","I was at the cinema yesterday.","Simple past of 'sein': ich war"
"Wir ___ letzte Woche in Berlin.","waren","sein","to be (past)","We were in Berlin last week.","Simple past of 'sein': wir waren"
"___ du schon in Deutschland?","Warst","sein","to be (past)","Have you been to Germany?","Simple past question: Warst du...?"
"Ich ___ gestern Geburtstag.","hatte","haben","to have (past)","I had birthday yesterday.","Simple past of 'haben': ich hatte"
"Sie ___ keine Zeit.","hatte","haben","to have (past)","She had no time.","Simple past of 'haben': sie hatte"
"Wir ___ viel Spaß.","hatten","haben","to have (past)","We had a lot of fun.","Simple past of 'haben': wir hatten"
"___ du gestern Hunger?","Hattest","haben","to have (past)","Were you hungry yesterday?","Simple past question: Hattest du...?"
"Ich ___ drei Äpfel gekauft.","habe","haben","to have (present perfect)","I have bought three apples.","Present perfect auxiliary: 'haben' for most verbs"
"Er ___ nach Berlin gefahren.","ist","sein","to be (present perfect)","He has driven to Berlin.","Present perfect with 'sein' for movement"
